_id,_rev,Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row
842e7424a0d70f2409a12e37a0d0a235,1-9bb4093b313920084d02322c34b124c5,2018-6-17,Brás,-23.5451,-46.6162,73773,27,57,44,27,2,6,43,10,NORMAL,4487
8fd117fb9df175900e1f21b04857aef0,1-d66e65cd27b51d998aad3da54774f590,2018-6-18,Brás,-23.5451,-46.6162,71478,20,50,34,24,43,43,37,4,REABASTECER,4488
a15e0e2c3b68aa19ecace6eb6c47aadc,1-f9bcbe0f5be42afb21eee2a8e336529c,2018-6-19,Brás,-23.5451,-46.6162,74064,8,46,25,19,41,42,34,43,NORMAL,4489
374980de790cfc0e80059d52791c7097,1-f9bcbe0f5be42afb21eee2a8e336529c,2018-6-19,Brás,-23.5451,-46.6162,74064,8,46,25,19,41,42,34,43,NORMAL,4489
b3651c3aec38a4145328a8cc26be065f,1-4db1ce606f8776332af58ed425cd2a08,2018-6-20,Brás,-23.5451,-46.6162,73248,86,39,18,19,36,39,31,40,NORMAL,4490
028bd7773b41417f282441a7df532c47,1-4db1ce606f8776332af58ed425cd2a08,2018-6-20,Brás,-23.5451,-46.6162,73248,86,39,18,19,36,39,31,40,NORMAL,4490
fd8b514cbe303e0558a8a10ef0c29c6b,1-4db1ce606f8776332af58ed425cd2a08,2018-6-20,Brás,-23.5451,-46.6162,73248,86,39,18,19,36,39,31,40,NORMAL,4490
fad5b0cfdf4e06987348c0ff06ec5dde,1-4db1ce606f8776332af58ed425cd2a08,2018-6-20,Brás,-23.5451,-46.6162,73248,86,39,18,19,36,39,31,40,NORMAL,4490
f975c7a30595269de6a2f2debe8215b1,1-057628a4317432ca0cc37cf022c6e062,2018-6-21,Brás,-23.5451,-46.6162,73708,75,31,14,17,30,35,27,38,NORMAL,4491
adc761eff780033487fe20f4b988fdc3,1-d22e2b91fe5898f7085e09b6699edc92,2018-6-22,Brás,-23.5451,-46.6162,74026,67,27,7,15,25,34,25,33,REABASTECER,4492
fbbd4e7ffb4bdc4d5b71774a8ba9d301,1-d22e2b91fe5898f7085e09b6699edc92,2018-6-22,Brás,-23.5451,-46.6162,74026,67,27,7,15,25,34,25,33,REABASTECER,4492
6519905fb2fb9162eae97aa08345dae1,1-d22e2b91fe5898f7085e09b6699edc92,2018-6-22,Brás,-23.5451,-46.6162,74026,67,27,7,15,25,34,25,33,REABASTECER,4492
37b48334dbf837ed1ac83bd0a533894e,1-50daf181b90e81987d5184b7c1d64d9f,2018-6-23,Brás,-23.5451,-46.6162,74474,54,22,65,13,23,33,22,29,NORMAL,4493
ec4f6f1a13edaa156c3ad65bd4718bdb,1-50daf181b90e81987d5184b7c1d64d9f,2018-6-23,Brás,-23.5451,-46.6162,74474,54,22,65,13,23,33,22,29,NORMAL,4493
26277e6a4c02f07898cd00b198ebd833,1-3534cec54ed4cd7047cd88648edcf591,2018-6-26,Brás,-23.5451,-46.6162,74241,24,65,47,4,11,28,11,17,REABASTECER,4496
65d293fc383bcb141811087646d6a80c,1-89c81fe47bc9f1a70c8bbe6276d64cda,2018-6-27,Brás,-23.5451,-46.6162,70517,17,60,39,43,6,25,9,12,NORMAL,4497
dce4540fd561e895a7d5116300948f42,1-89c81fe47bc9f1a70c8bbe6276d64cda,2018-6-27,Brás,-23.5451,-46.6162,70517,17,60,39,43,6,25,9,12,NORMAL,4497
b4b91fd6d9b667e87f4b9e88020eea71,1-89c81fe47bc9f1a70c8bbe6276d64cda,2018-6-27,Brás,-23.5451,-46.6162,70517,17,60,39,43,6,25,9,12,NORMAL,4497
a30598de033c05dba00e1a10997af882,1-c0a8229ff8a42c8128e2957ba1cf0c28,2018-6-30,Brás,-23.5451,-46.6162,71726,76,42,16,37,35,13,43,43,NORMAL,4500
285868e2fbb191b4665f66bd9a32f5ac,1-c0a8229ff8a42c8128e2957ba1cf0c28,2018-6-30,Brás,-23.5451,-46.6162,71726,76,42,16,37,35,13,43,43,NORMAL,4500
aef589db1b6c909f47f67ec6c905e95a,1-d817cb3eafab80bbce1e266ff87135d4,2018-7-1,Brás,-23.5451,-46.6162,71009,68,36,12,33,30,12,39,39,NORMAL,4501
3cadf532df30c5896723af3492a744ad,1-d817cb3eafab80bbce1e266ff87135d4,2018-7-1,Brás,-23.5451,-46.6162,71009,68,36,12,33,30,12,39,39,NORMAL,4501
9309aa92f566df97381f8e298d0ef79a,1-b1fa00f890ba9aa23abcb006766525ba,2018-7-2,Brás,-23.5451,-46.6162,71767,55,30,5,32,27,7,33,33,NORMAL,4502
ac6b7c85860049267c7010dc057bbf41,1-b6d065e6f80d7d528e614ea2b0927782,2018-7-3,Brás,-23.5451,-46.6162,71142,47,26,65,28,22,5,28,31,REABASTECER,4503
3e61ff2516f050eeb505a4cef4a7ad19,1-b6d065e6f80d7d528e614ea2b0927782,2018-7-3,Brás,-23.5451,-46.6162,71142,47,26,65,28,22,5,28,31,REABASTECER,4503
9309aa92f566df97381f8e298d0f0345,1-b6d065e6f80d7d528e614ea2b0927782,2018-7-3,Brás,-23.5451,-46.6162,71142,47,26,65,28,22,5,28,31,REABASTECER,4503
9ed4ae942be61eb5907fb98202ed487e,1-45277bee51fb9f4847d5521430290637,2018-7-4,Brás,-23.5451,-46.6162,72922,37,16,59,26,19,43,24,26,NORMAL,4504
2796bc2ea1caf2dcaaaf7f4acc31347e,1-578503c910963f4c4a7c4c6fafb7fa18,2018-7-5,Brás,-23.5451,-46.6162,71086,24,8,52,22,15,42,18,20,NORMAL,4505
9ed4ae942be61eb5907fb9820294d2c9,1-578503c910963f4c4a7c4c6fafb7fa18,2018-7-5,Brás,-23.5451,-46.6162,71086,24,8,52,22,15,42,18,20,NORMAL,4505
968f63508625bd909c771299ac35e211,1-e40e1159010459893b11e8a2f01f3f4a,2018-7-6,Brás,-23.5451,-46.6162,72345,12,65,45,20,10,38,16,14,NORMAL,4506
f9079dd98313aa78069eb7b47d3bdb28,1-e40e1159010459893b11e8a2f01f3f4a,2018-7-6,Brás,-23.5451,-46.6162,72345,12,65,45,20,10,38,16,14,NORMAL,4506
8618e78130b7c3d3cbdaf5bbffd1d492,1-c6059c4942e343615f370c56ae1b7f7c,2018-7-7,Brás,-23.5451,-46.6162,71600,86,56,36,15,5,37,10,9,REABASTECER,4507
ac6b7c85860049267c7010dc05bfa73c,1-f5c3241c12a05aab1f0b1648eebbe37f,2018-7-9,Brás,-23.5451,-46.6162,71672,67,37,25,7,38,30,43,43,NORMAL,4509
9309aa92f566df97381f8e298d85da45,1-392af02c0c1193c24a470246dee3c351,2018-7-11,Brás,-23.5451,-46.6162,73518,45,26,16,43,31,19,35,31,NORMAL,4511
b8cd03e3690608d6d04f0fef204713a1,1-fbc84ae7cb0c9e5ffc85dda3e22d9ed4,2018-7-12,Brás,-23.5451,-46.6162,74258,34,23,8,41,28,18,33,25,NORMAL,4512
285868e2fbb191b4665f66bd9a336f53,1-ef273870f9a05d09c39d578a0a3dad63,2018-7-13,Brás,-23.5451,-46.6162,71736,27,16,65,35,22,17,29,21,NORMAL,4513
6bfa1c588abbd754ef26e9c49ead510e,1-e7b80dbeb04518564eba2bbd398e820e,2018-7-15,Brás,-23.5451,-46.6162,72400,6,65,54,31,16,12,20,14,NORMAL,4515
26bc2c82ab8d197ebd461e35ae70e5db,1-e5125d52b3db4d805f65217b247b395c,2018-7-17,Brás,-23.5451,-46.6162,72005,73,52,39,24,9,7,12,6,REABASTECER,4517
285868e2fbb191b4665f66bd9aa8141f,1-dd54885d43be90fb146d55e2ec4bac75,2018-7-18,Brás,-23.5451,-46.6162,74457,61,50,29,19,7,2,7,43,REABASTECER,4518
374980de790cfc0e80059d52791dcdd8,1-9ca522842579dec92953bd570981d3f6,2018-7-19,Brás,-23.5451,-46.6162,73580,52,40,25,18,2,43,3,40,REABASTECER,4519
fe91b220a706805b849fd1dbe5806c3e,1-dc9adb9884ca41bada83b8426d0c674a,2018-7-21,Brás,-23.5451,-46.6162,73154,32,27,16,13,37,37,41,31,NORMAL,4521
0154d1987328d51e4f0b84299c0eb881,1-dc9adb9884ca41bada83b8426d0c674a,2018-7-21,Brás,-23.5451,-46.6162,73154,32,27,16,13,37,37,41,31,NORMAL,4521
a16890362236a1a8bdb32a8c215031bd,1-eaea01200f3cb25a23b44311314f1592,2018-7-22,Brás,-23.5451,-46.6162,73939,20,22,11,13,34,36,39,26,NORMAL,4522
a16890362236a1a8bdb32a8c215036a4,1-a3a53d1a41447f961c3da3456c39fb24,2018-7-23,Brás,-23.5451,-46.6162,71967,9,16,4,10,32,30,34,20,NORMAL,4523
7ca31920c58ace710c419f623221cc52,1-a3a53d1a41447f961c3da3456c39fb24,2018-7-23,Brás,-23.5451,-46.6162,71967,9,16,4,10,32,30,34,20,NORMAL,4523
5868c552e3dc194a6e14c4f9fe0dd33c,1-0195c2ed83ced91169dd45a9098eebac,2018-7-24,Brás,-23.5451,-46.6162,71923,86,11,65,8,30,29,29,16,NORMAL,4524
fbbd4e7ffb4bdc4d5b71774a8bd9423f,1-993b21577d0f173c50986defa0914636,2018-7-25,Brás,-23.5451,-46.6162,73132,75,3,56,6,24,29,24,12,REABASTECER,4525
6c38222e25792e80c1aeef57d358792d,1-53c944ff6f29ae15ce09b47b77cb42e9,2018-7-26,Brás,-23.5451,-46.6162,70815,62,65,51,43,19,23,21,6,REABASTECER,4526
5df9dd5367fbf50d65716b1f529e8b25,1-53c944ff6f29ae15ce09b47b77cb42e9,2018-7-26,Brás,-23.5451,-46.6162,70815,62,65,51,43,19,23,21,6,REABASTECER,4526
227c90bba081ea78b236f7a43a05dc7e,1-53c944ff6f29ae15ce09b47b77cb42e9,2018-7-26,Brás,-23.5451,-46.6162,70815,62,65,51,43,19,23,21,6,REABASTECER,4526
9a5a64e042ff725dd67012828e38eb69,1-90ca12be05513e289fd41f1203d5a2cc,2018-7-27,Brás,-23.5451,-46.6162,70816,54,58,45,37,14,17,19,43,NORMAL,4527
c0b0882b517d7efca70c01623a6519cf,1-90ca12be05513e289fd41f1203d5a2cc,2018-7-27,Brás,-23.5451,-46.6162,70816,54,58,45,37,14,17,19,43,NORMAL,4527
ec4f6f1a13edaa156c3ad65bd4a214d3,1-90ca12be05513e289fd41f1203d5a2cc,2018-7-27,Brás,-23.5451,-46.6162,70816,54,58,45,37,14,17,19,43,NORMAL,4527
1eac9b8866c576a7b47353cd9093ef19,1-95adeb72c630a0cea56ade9c0d3f6ea2,2018-7-28,Brás,-23.5451,-46.6162,74474,47,52,41,37,10,12,13,38,NORMAL,4528
fe91b220a706805b849fd1dbe52a5125,1-18f32da9edd2925942505998fb1792a2,2018-7-29,Brás,-23.5451,-46.6162,72821,36,48,31,34,8,10,10,34,NORMAL,4529
d185a38244a071090798dbf981adf02d,1-9204247fbe2d4f88d6d4ca585de45e8b,2018-8-1,Brás,-23.5451,-46.6162,72135,19,35,22,28,43,43,3,25,REABASTECER,4531
aef589db1b6c909f47f67ec6c9067ffb,1-fa75427bfb10b18f75e2be32b45d3763,2018-8-5,Brás,-23.5451,-46.6162,71802,66,65,61,15,25,40,37,8,NORMAL,4535
ec4f6f1a13edaa156c3ad65bd4a24444,1-2dd00d3312ce9cd7969599f5b518119c,2018-8-7,Brás,-23.5451,-46.6162,70574,43,57,45,12,13,32,32,43,NORMAL,4537
7ca31920c58ace710c419f6232223f05,1-58c30804976d266626a64b056837148b,2018-8-8,Brás,-23.5451,-46.6162,70545,31,53,39,11,7,32,26,41,NORMAL,4538
f975c7a30595269de6a2f2debed58d8d,1-58c30804976d266626a64b056837148b,2018-8-8,Brás,-23.5451,-46.6162,70545,31,53,39,11,7,32,26,41,NORMAL,4538
392f427b0f032eaa89918d07bc6642f0,1-4daca5543d8be0719e858c8ba2710813,2018-8-9,Brás,-23.5451,-46.6162,72644,24,51,34,8,2,29,24,36,REABASTECER,4539
0c2e67eb371d0543c46660d179ea7c2d,1-4daca5543d8be0719e858c8ba2710813,2018-8-9,Brás,-23.5451,-46.6162,72644,24,51,34,8,2,29,24,36,REABASTECER,4539
8fd117fb9df175900e1f21b048960678,1-ca1a3b23de365606f986dd1540cde382,2018-8-10,Brás,-23.5451,-46.6162,73605,13,42,27,2,43,24,20,30,REABASTECER,4540
fe91b220a706805b849fd1dbe52aae49,1-ca1a3b23de365606f986dd1540cde382,2018-8-10,Brás,-23.5451,-46.6162,73605,13,42,27,2,43,24,20,30,REABASTECER,4540
ec4f6f1a13edaa156c3ad65bd4a24f83,1-d05aad3cf6bf76af55128775d17010ec,2018-8-11,Brás,-23.5451,-46.6162,72590,1,33,17,43,40,19,14,26,REABASTECER,4541
94ec5db7b6d50d21b3cb7f3938dd007d,1-d05aad3cf6bf76af55128775d17010ec,2018-8-11,Brás,-23.5451,-46.6162,72590,1,33,17,43,40,19,14,26,REABASTECER,4541
9ed4ae942be61eb5907fb982029638a9,1-ed34e1f217fe83065399c1b5da92bc65,2018-8-13,Brás,-23.5451,-46.6162,74159,78,22,7,35,33,16,3,17,REABASTECER,4543
fad5b0cfdf4e06987348c0ff06ed58cb,1-ed34e1f217fe83065399c1b5da92bc65,2018-8-13,Brás,-23.5451,-46.6162,74159,78,22,7,35,33,16,3,17,REABASTECER,4543
ec4f6f1a13edaa156c3ad65bd4a270da,1-ed34e1f217fe83065399c1b5da92bc65,2018-8-13,Brás,-23.5451,-46.6162,74159,78,22,7,35,33,16,3,17,REABASTECER,4543
b3651c3aec38a4145328a8cc26e91047,1-ed34e1f217fe83065399c1b5da92bc65,2018-8-13,Brás,-23.5451,-46.6162,74159,78,22,7,35,33,16,3,17,REABASTECER,4543
0154d1987328d51e4f0b84299c0f2499,1-94f3c7b22cccb7b71f8c84d240cd1369,2018-8-14,Brás,-23.5451,-46.6162,73869,65,17,65,32,28,10,43,14,NORMAL,4544
5868c552e3dc194a6e14c4f9fe3756d1,1-0b6136b9ac15e4e9395987b855aa241c,2018-8-15,Brás,-23.5451,-46.6162,71160,54,12,56,31,23,4,38,8,REABASTECER,4545
8618e78130b7c3d3cbdaf5bbffebcdac,1-0b6136b9ac15e4e9395987b855aa241c,2018-8-15,Brás,-23.5451,-46.6162,71160,54,12,56,31,23,4,38,8,REABASTECER,4545
227c90bba081ea78b236f7a43a064a85,1-99551331a83ced3301725583e6d7ec83,2018-8-16,Brás,-23.5451,-46.6162,72565,45,3,50,29,21,43,35,3,REABASTECER,4546
26277e6a4c02f07898cd00b198ec4ce1,1-2c7764649d7f4f92633b8256828a46b3,2018-8-18,Brás,-23.5451,-46.6162,73513,23,60,40,23,12,34,28,38,NORMAL,4548
9ed4ae942be61eb5907fb982029694c7,1-3d348b712d81a6ca6c596b6b2fcb81d7,2018-8-23,Brás,-23.5451,-46.6162,72665,57,37,6,7,38,17,7,20,REABASTECER,4553
f9079dd98313aa78069eb7b47d3cb9eb,1-0a88d5cbd4fc7fa14814410e4d9597e4,2018-8-24,Brás,-23.5451,-46.6162,73900,48,33,65,6,32,15,3,14,NORMAL,4554
392f427b0f032eaa89918d07bc66ac29,1-d00b662342b8737c3fec045f481fbf14,2018-8-25,Brás,-23.5451,-46.6162,72993,36,30,59,43,29,13,43,10,NORMAL,4555
e61ec3b717d6b34d019e7e6debbaa684,1-d00b662342b8737c3fec045f481fbf14,2018-8-25,Brás,-23.5451,-46.6162,72993,36,30,59,43,29,13,43,10,NORMAL,4555
842e7424a0d70f2409a12e37a0d11f79,1-d00b662342b8737c3fec045f481fbf14,2018-8-25,Brás,-23.5451,-46.6162,72993,36,30,59,43,29,13,43,10,NORMAL,4555
23dc47d234aa63e6e5f2668bca120102,1-b6ae5a0d1d5d29026358d730e386b8cd,2018-8-28,Brás,-23.5451,-46.6162,73589,4,11,44,38,18,2,30,43,NORMAL,4558
9a5a64e042ff725dd67012828e520a3c,1-9548be89ba4a6c98f031d28930e2906c,2018-8-29,Brás,-23.5451,-46.6162,71927,86,9,37,32,16,43,24,38,NORMAL,4559
84602b45367fdf92f02e1229341148f3,1-a3e7f72ff2ae84448c31f3e87ca76cde,2018-8-30,Brás,-23.5451,-46.6162,72084,75,65,29,29,11,41,19,34,NORMAL,4560
4abb54a3c1a98da072dd615cc979d47e,1-57884d202223631abe971a90cfd7a8ca,2018-9-1,Brás,-23.5451,-46.6162,73585,65,58,24,28,6,39,13,31,NORMAL,4561
7ed05f233bb5dcc97fef90bc1ac7d798,1-57884d202223631abe971a90cfd7a8ca,2018-9-1,Brás,-23.5451,-46.6162,73585,65,58,24,28,6,39,13,31,NORMAL,4561
26277e6a4c02f07898cd00b198ec7343,1-9ef2904267bc15146ac3a74116a32593,2018-9-3,Brás,-23.5451,-46.6162,73570,44,53,13,23,38,35,7,21,NORMAL,4563
8af22bbf4d4d29c90e936b51c9d6bbf7,1-9ef2904267bc15146ac3a74116a32593,2018-9-3,Brás,-23.5451,-46.6162,73570,44,53,13,23,38,35,7,21,NORMAL,4563
828521a9e7fb00d836d78cf24a8f78d9,1-1423dd2eda2736ae2661f636b63afe95,2018-9-4,Brás,-23.5451,-46.6162,73948,33,48,6,19,34,31,2,15,NORMAL,4564
36855faf70e17afa0ca1c9b4a5965140,1-1423dd2eda2736ae2661f636b63afe95,2018-9-4,Brás,-23.5451,-46.6162,73948,33,48,6,19,34,31,2,15,NORMAL,4564
b3651c3aec38a4145328a8cc26686d1d,1-1423dd2eda2736ae2661f636b63afe95,2018-9-4,Brás,-23.5451,-46.6162,73948,33,48,6,19,34,31,2,15,NORMAL,4564
c6a6dd47f3a7bf26b6bbdafb2dbebf1e,1-5db437dbd4ee8ccc8848f7dfa771fb73,2018-9-5,Brás,-23.5451,-46.6162,72084,25,38,65,16,28,28,43,12,NORMAL,4565
f0def21029e3412ab6f376378488a7a0,1-29cbb199e16f9c143f533924a30de1c3,2018-9-6,Brás,-23.5451,-46.6162,73180,13,30,56,13,25,25,41,8,NORMAL,4566
7ed05f233bb5dcc97fef90bc1ac7deae,1-0fc9b94901e1fff1ef04f6804e329376,2018-9-8,Brás,-23.5451,-46.6162,72609,86,21,42,10,13,21,34,43,NORMAL,4568
fbbd4e7ffb4bdc4d5b71774a8baaa9f6,1-682cd9a18ddce159037efbbe18b86903,2018-9-9,Brás,-23.5451,-46.6162,74213,73,19,35,5,9,17,30,37,NORMAL,4569
26277e6a4c02f07898cd00b198c2f4c9,1-73847684e6b5d226c9e577994c3b6d44,2018-9-11,Brás,-23.5451,-46.6162,72952,50,13,22,41,43,10,23,30,NORMAL,4571
842e7424a0d70f2409a12e37a065037d,1-1323d49fa0a04727242c3e4e6d687166,2018-9-12,Brás,-23.5451,-46.6162,72009,42,9,14,40,40,8,19,25,NORMAL,4572
d185a38244a071090798dbf981ae2772,1-1323d49fa0a04727242c3e4e6d687166,2018-9-12,Brás,-23.5451,-46.6162,72009,42,9,14,40,40,8,19,25,NORMAL,4572
fbbd4e7ffb4bdc4d5b71774a8b436ea5,1-917d24174f8f7df877a00e3d11abda98,2018-9-15,Brás,-23.5451,-46.6162,73566,11,50,56,29,26,38,5,14,REABASTECER,4575
fbbd4e7ffb4bdc4d5b71774a8bda0e2c,1-917d24174f8f7df877a00e3d11abda98,2018-9-15,Brás,-23.5451,-46.6162,73566,11,50,56,29,26,38,5,14,REABASTECER,4575
fad5b0cfdf4e06987348c0ff06edd48c,1-917d24174f8f7df877a00e3d11abda98,2018-9-15,Brás,-23.5451,-46.6162,73566,11,50,56,29,26,38,5,14,REABASTECER,4575
968f63508625bd909c771299ac37602c,1-836dac7717b3dc25b9270941f67376ea,2018-9-17,Brás,-23.5451,-46.6162,71573,73,43,44,27,20,33,38,8,NORMAL,4577
d6bd9c770ca5d117d3f9f312ddfb929f,1-bfb5bbfb1cf9bea1829bd80b097f5166,2018-9-18,Brás,-23.5451,-46.6162,71492,66,39,39,23,15,29,35,6,REABASTECER,4578
65d293fc383bcb141811087646acc392,1-bfb5bbfb1cf9bea1829bd80b097f5166,2018-9-18,Brás,-23.5451,-46.6162,71492,66,39,39,23,15,29,35,6,REABASTECER,4578
9ed4ae942be61eb5907fb98202eeca38,1-bfb5bbfb1cf9bea1829bd80b097f5166,2018-9-18,Brás,-23.5451,-46.6162,71492,66,39,39,23,15,29,35,6,REABASTECER,4578
f0def21029e3412ab6f3763784b276b1,1-44cbb8c7f7362deaf490ffa0d0b86cf3,2018-9-23,Brás,-23.5451,-46.6162,70711,16,11,6,4,33,7,16,30,NORMAL,4583
0154d1987328d51e4f0b84299cf67a8c,1-44cbb8c7f7362deaf490ffa0d0b86cf3,2018-9-23,Brás,-23.5451,-46.6162,70711,16,11,6,4,33,7,16,30,NORMAL,4583
ec4f6f1a13edaa156c3ad65bd4a39385,1-44cbb8c7f7362deaf490ffa0d0b86cf3,2018-9-23,Brás,-23.5451,-46.6162,70711,16,11,6,4,33,7,16,30,NORMAL,4583
3e61ff2516f050eeb505a4cef478af57,1-0c38e5399eb27ca05ee42f3dba98a5a5,2018-9-25,Brás,-23.5451,-46.6162,72736,86,65,58,38,24,43,6,22,REABASTECER,4585
cd5a0398feec105f2b6583b14623c5f0,1-df283001b6407f0aeac30e35f6c5e1b6,2018-9-26,Brás,-23.5451,-46.6162,72000,73,59,52,37,21,42,43,18,NORMAL,4586
227c90bba081ea78b236f7a43af3bd0f,1-df283001b6407f0aeac30e35f6c5e1b6,2018-9-26,Brás,-23.5451,-46.6162,72000,73,59,52,37,21,42,43,18,NORMAL,4586
85c725a8346d47736b0d44438bea143b,1-df283001b6407f0aeac30e35f6c5e1b6,2018-9-26,Brás,-23.5451,-46.6162,72000,73,59,52,37,21,42,43,18,NORMAL,4586
227c90bba081ea78b236f7a43af3c38e,1-9f3dbd8d70129d1f6f13c9337062e258,2018-9-28,Brás,-23.5451,-46.6162,74066,51,45,40,34,16,31,36,12,NORMAL,4588
ae8a7738c8c388b80ba98a58b9d8f696,1-9f3dbd8d70129d1f6f13c9337062e258,2018-9-28,Brás,-23.5451,-46.6162,74066,51,45,40,34,16,31,36,12,NORMAL,4588
fe91b220a706805b849fd1dbe59ce73b,1-b5b9995f21dd7d1d2c119579ee28fa3a,2018-9-29,Brás,-23.5451,-46.6162,73170,43,42,35,32,11,26,31,6,NORMAL,4589
d6bd9c770ca5d117d3f9f312ddbd6f4b,1-73c1366be6fdd7cbcd7bb24313fc3e23,2018-9-30,Brás,-23.5451,-46.6162,73948,34,40,29,28,5,25,29,43,REABASTECER,4590
36855faf70e17afa0ca1c9b4a5de025e,1-f323a4492ba5d4d3b7f02897b49df127,2018-10-1,Brás,-23.5451,-46.6162,71089,24,38,25,26,43,20,27,37,NORMAL,4591
c238231798d61498d51e26e047b7cb08,1-64bb736d9a6629b3459d9e7f5d2bbc4d,2018-10-2,Brás,-23.5451,-46.6162,71363,17,31,15,23,41,18,22,32,NORMAL,4592
b8cd03e3690608d6d04f0fef2009b47a,1-64bb736d9a6629b3459d9e7f5d2bbc4d,2018-10-2,Brás,-23.5451,-46.6162,71363,17,31,15,23,41,18,22,32,NORMAL,4592
37b48334dbf837ed1ac83bd0a535b82d,1-64bb736d9a6629b3459d9e7f5d2bbc4d,2018-10-2,Brás,-23.5451,-46.6162,71363,17,31,15,23,41,18,22,32,NORMAL,4592
ec4f6f1a13edaa156c3ad65bd41090d6,1-3b248d4ed99bcada220339649f88e243,2018-10-3,Brás,-23.5451,-46.6162,70626,4,25,10,20,38,18,17,27,NORMAL,4593
77f9c0081c61cc34a88112f8cd961960,1-08f97ade3ed67b9c33f5f778b0efe189,2018-10-4,Brás,-23.5451,-46.6162,71661,86,15,3,16,35,17,14,23,REABASTECER,4594
d185a38244a071090798dbf981ae7c35,1-08f97ade3ed67b9c33f5f778b0efe189,2018-10-4,Brás,-23.5451,-46.6162,71661,86,15,3,16,35,17,14,23,REABASTECER,4594
24f5317343df0b9f1726a8558fb917ca,1-99976b876426abf7ed77e9e67f65588b,2018-10-5,Brás,-23.5451,-46.6162,70694,74,9,65,10,29,15,8,18,REABASTECER,4595
7ed05f233bb5dcc97fef90bc1a753b67,1-de26d4926800e0c87853b132186ef165,2018-10-7,Brás,-23.5451,-46.6162,72974,51,58,48,5,18,5,43,8,NORMAL,4597
392f427b0f032eaa89918d07bc684e93,1-9d76e67dfaf6f210927bf9c2dfecee61,2018-10-8,Brás,-23.5451,-46.6162,73603,39,56,39,43,12,43,37,3,REABASTECER,4598
7ed05f233bb5dcc97fef90bc1af24c29,1-9d76e67dfaf6f210927bf9c2dfecee61,2018-10-8,Brás,-23.5451,-46.6162,73603,39,56,39,43,12,43,37,3,REABASTECER,4598
8eda9fe9a2822118742134b0c8ebf625,1-3463049565f09386532f394013388d9c,2018-10-9,Brás,-23.5451,-46.6162,74131,28,52,32,41,7,42,34,43,NORMAL,4599
a33bffdac8bbed86cd2426e008667ffa,1-5e1f6574dcaff28ba15badc6c05dec51,2018-10-10,Brás,-23.5451,-46.6162,74278,15,47,26,38,1,37,29,37,REABASTECER,4600
b8cd03e3690608d6d04f0fef204822b8,1-bcfc4be3d18d3186d2fbc26c06565ac7,2018-10-11,Brás,-23.5451,-46.6162,70814,6,37,21,33,43,34,23,34,REABASTECER,4601
fbbd4e7ffb4bdc4d5b71774a8bda9d8a,1-3ccced3205d2771adbf5de0eb24db3fd,2018-10-12,Brás,-23.5451,-46.6162,73679,86,27,15,27,41,30,19,31,NORMAL,4602
c0b0882b517d7efca70c01623a20060d,1-1d4524d03ccf3d9eb4db90550be6b68b,2018-10-14,Brás,-23.5451,-46.6162,71644,61,15,4,21,35,30,12,20,REABASTECER,4604
842e7424a0d70f2409a12e37a0d1b3e0,1-bd97ccaee7eb68b81346af8de00d2b01,2018-10-15,Brás,-23.5451,-46.6162,70686,54,6,65,17,33,27,8,14,REABASTECER,4605
a30598de033c05dba00e1a1099a59dd8,1-1c7e9303b6c69e2f704acb7189cd0369,2018-10-16,Brás,-23.5451,-46.6162,71478,46,65,56,17,29,21,4,10,REABASTECER,4606
b8cd03e3690608d6d04f0fef20713615,1-1c7e9303b6c69e2f704acb7189cd0369,2018-10-16,Brás,-23.5451,-46.6162,71478,46,65,56,17,29,21,4,10,REABASTECER,4606
5868c552e3dc194a6e14c4f9fe0ed9c9,1-b49ab198f7ea34549921a2a8aacea172,2018-10-17,Brás,-23.5451,-46.6162,72841,39,55,52,17,23,17,43,6,NORMAL,4607
285868e2fbb191b4665f66bd9a365356,1-b49ab198f7ea34549921a2a8aacea172,2018-10-17,Brás,-23.5451,-46.6162,72841,39,55,52,17,23,17,43,6,NORMAL,4607
94ec5db7b6d50d21b3cb7f3938df2379,1-1674f5a662fa35dbe19d9dd95b238bbf,2018-10-18,Brás,-23.5451,-46.6162,70592,28,52,43,13,18,14,41,43,NORMAL,4608
ce32f8a7665018587efb1b356a03ec68,1-1674f5a662fa35dbe19d9dd95b238bbf,2018-10-18,Brás,-23.5451,-46.6162,70592,28,52,43,13,18,14,41,43,NORMAL,4608
c8519bfed57e7d0b54f863da6088b206,1-1674f5a662fa35dbe19d9dd95b238bbf,2018-10-18,Brás,-23.5451,-46.6162,70592,28,52,43,13,18,14,41,43,NORMAL,4608
fa8ea08de2d646b4e4857b7b40c7f3ad,1-b17e2e3812ccb59747f12bcff1841bac,2018-10-20,Brás,-23.5451,-46.6162,72273,11,35,27,8,12,6,30,32,REABASTECER,4610
b1792990061e28c0f1149a8c94e6238a,1-b17e2e3812ccb59747f12bcff1841bac,2018-10-20,Brás,-23.5451,-46.6162,72273,11,35,27,8,12,6,30,32,REABASTECER,4610
f0def21029e3412ab6f3763784b2c80c,1-642671ca0f58c8dd53bb511d5fa5a648,2018-10-21,Brás,-23.5451,-46.6162,74065,86,29,20,8,8,43,24,30,NORMAL,4611
